time_period,geographic_level,country_name,region_name,la_name,school_type,attendance_perc,authorised_absence_perc,unauthorised_absence_perc,pa_perc
202526,Local authority,England,London,Tower Hamlets,Primary,93.7807971134314,4.48318431404895,1.73601857251963,
202526,Local authority,England,West Midlands,Walsall,Primary,94.4272748214697,3.41749212930968,2.15523304922061,
202526,Local authority,England,London,Bexley,Primary,95.0520565932018,3.53173887698118,1.41620452981702,
202526,Local authority,England,West Midlands,Warwickshire,Primary,94.828918229337,4.02811130816634,1.14297046249669,
202526,Local authority,England,South East,Bracknell Forest,Primary,95.6928692148508,3.37939957937682,0.9277312057724,
202526,Local authority,England,South West,Cornwall,Primary,94.5776279377381,4.14014100373351,1.28223105852839,
202526,Local authority,England,South East,Hampshire,Primary,95.5143820095785,3.56277158767348,0.922846402747969,
202526,Local authority,England,South East,Slough,Primary,94.235400060034,4.32152578768995,1.44307415227603,
202526,Local authority,England,North East,Darlington,Primary,94.1793441564742,4.35668050745601,1.46397533606981,
202526,Local authority,England,North West,Sefton,Primary,94.7618074684433,3.74406633129629,1.49412620026042,
202526,Local authority,England,North West,Stockport,Primary,95.0316627392724,3.7011269652821,1.26721029544549,
202526,Local authority,England,London,Barnet,Primary,95.2792896641347,3.61886085026918,1.10184948559615,
202526,Local authority,England,North West,Wirral,Primary,94.4701442231025,3.93946401430956,1.59039176258799,
202526,Local authority,England,East of England,Southend-on-Sea,Primary,94.7325910769976,3.8717914965008,1.39561742650162,
202526,Local authority,England,South East,Buckinghamshire,Primary,94.9413472019728,3.94692746482527,1.11172533320196,
202526,Local authority,England,North East,Sunderland,Primary,94.6868884655861,3.70342185233392,1.60968968207998,
202526,Local authority,England,London,Sutton,Primary,95.1596040413559,3.59794897932525,1.24244697931883,
202526,Local authority,England,West Midlands,Wolverhampton,Primary,94.3444195779065,3.73589189000736,1.9196885320861,
202526,Local authority,England,London,Redbridge,Primary,94.4336799779689,3.88166043644869,1.68465958558245,
202526,Local authority,England,London,Greenwich,Primary,94.8345283858403,3.26336866214905,1.90210295201068,
202526,Local authority,England,South East,West Berkshire,Primary,95.3025738045711,3.79706030205525,0.90036589337369,
202526,Local authority,England,Yorkshire and The Humber,Wakefield,Primary,94.6368078886154,3.90585422836162,1.45733788302295,
202526,Local authority,England,South West,Gloucestershire,Primary,95.1086549947513,3.88772345937784,1.0036215458709,
202526,Local authority,England,South West,Swindon,Primary,95.279063911311,3.59971165863352,1.1212244300555,
202526,Local authority,England,West Midlands,Stoke-on-Trent,Primary,94.6099761341607,3.61202067416491,1.77800319167443,
202526,Local authority,England,East of England,Central Bedfordshire,Primary,95.167032201014,3.67240258801362,1.16056521097242,
202526,Local authority,England,Yorkshire and The Humber,Leeds,Primary,94.4730322203376,3.59497860745779,1.93198917220455,
202526,Local authority,England,North East,Hartlepool,Primary,94.6589622754244,3.72639633943645,1.61464138513917,
202526,Local authority,England,West Midlands,Sandwell,Primary,94.4718140671622,3.62240499395924,1.90578093887857,
202526,Local authority,England,North West,Wigan,Primary,94.703781672176,3.8651309187625,1.43108740906146,
202526,Local authority,England,South East,Southampton,Primary,94.3054409710239,4.02806768026525,1.66649134871089,
202526,Local authority,England,London,Croydon,Primary,94.4286962238685,3.93533142856837,1.63597234756308,
202526,Local authority,England,North West,Westmorland and Furness,Primary,95.3536279546084,3.5571821718688,1.08918987352281,
202526,Local authority,England,North West,Tameside,Primary,94.8665438495303,3.37313127724143,1.76032487322822,
202526,Local authority,England,North West,Rochdale,Primary,94.504693904191,3.45745660049247,2.03784949531651,
202526,Local authority,England,North West,Warrington,Primary,95.5163598757522,3.27663398104917,1.20700614319861,
202526,Local authority,England,North East,Redcar and Cleveland,Primary,94.3730527277877,3.59222384337882,2.03472342883347,
202526,Local authority,England,South West,Wiltshire,Primary,95.3676834481873,3.66311789560339,0.969198656209266,
202526,Local authority,England,East Midlands,Derbyshire,Primary,94.9321997631055,3.94214208291775,1.12565815397675,
202526,Local authority,England,West Midlands,"Herefordshire, County of",Primary,95.4838234425614,3.75134071709393,0.764835840344646,
202526,Local authority,England,West Midlands,Shropshire,Primary,95.0504283291064,4.00039043403797,0.949181236855661,
