time_period,geographic_level,country_name,region_name,la_name,school_type,attendance_perc,authorised_absence_perc,unauthorised_absence_perc,pa_perc
202526,Local authority,England,West Midlands,Telford and Wrekin,Primary,95.7589288982263,3.02590643232045,1.21516466945325,
202526,Local authority,England,Yorkshire and The Humber,Leeds,Primary,95.4800616485677,2.72943719109284,1.79050116033942,
202526,Local authority,England,North East,Newcastle upon Tyne,Primary,95.6523369754221,2.64485201693833,1.70281100763952,
202526,Local authority,England,North West,Blackpool,Primary,95.2302945974901,2.64679863614743,2.12290676636245,
202526,Local authority,England,South East,Buckinghamshire,Primary,96.0602873860693,3.10131174198942,0.838400871941284,
202526,Local authority,England,North West,Rochdale,Primary,95.4501825268147,2.687116523286,1.86270094989927,
202526,Local authority,England,North East,Hartlepool,Primary,95.3061518332801,2.91910029360027,1.77474787311961,
202526,Local authority,England,South West,Dorset,Primary,95.4607638843174,3.30116470155944,1.23807141412316,
202526,Local authority,England,West Midlands,Solihull,Primary,96.0036762256076,2.91394941543738,1.08237435895502,
202526,Local authority,England,London,Lambeth,Primary,95.3203614141641,2.87061822817081,1.80902035766505,
202526,Local authority,England,East Midlands,North Northamptonshire,Primary,95.4171257973468,3.24111800043622,1.34175620221696,
202526,Local authority,England,East of England,Luton,Primary,96.044460897178,2.76762558523705,1.18791351758493,
202526,Local authority,England,North East,North Tyneside,Primary,95.8685365957628,2.56686133253762,1.56460207169956,
202526,Local authority,England,North West,Wigan,Primary,95.7592206351181,2.8630527182702,1.37772664661171,
202526,Local authority,England,South West,Devon,Primary,95.7544375846052,3.32968494909226,0.915877466302516,
202526,Local authority,England,South West,Swindon,Primary,96.215591757127,2.92800114074828,0.856407102124765,
202526,Local authority,England,London,Southwark,Primary,95.7311370641706,2.95969530357231,1.30916763225706,
202526,Local authority,England,North West,St. Helens,Primary,95.9134112129967,2.73215257714692,1.35443620985638,
202526,Local authority,England,London,Redbridge,Primary,95.363775231163,3.13086923850211,1.50535553033492,
202526,Local authority,England,South East,Southampton,Primary,95.3734383347717,3.10727715448157,1.51928451074672,
202526,Local authority,England,London,Kingston upon Thames,Primary,96.2842408714998,2.6504418773929,1.06531725110726,
202526,Local authority,England,North West,Blackburn with Darwen,Primary,95.9204347348086,2.73436886494636,1.34519640024501,
202526,Local authority,England,South West,"Bournemouth, Christchurch and Poole",Primary,96.0281912294372,2.9852478100007,0.986560960562089,
202526,Local authority,England,East of England,Essex,Primary,95.5999120524608,3.21185928313985,1.18822866439941,
202526,Local authority,England,South East,West Berkshire,Primary,96.068291929662,3.19454899917,0.737159071167989,
202526,Local authority,England,London,Camden,Primary,95.5867294695884,3.30319213178111,1.11007839863052,
202526,Local authority,England,East Midlands,Leicester,Primary,95.744036776888,2.91734029379665,1.33862292931534,
202526,Local authority,England,West Midlands,Wolverhampton,Primary,95.3210363467489,3.03008159317256,1.64888206007857,
202526,Local authority,England,North East,Middlesbrough,Primary,95.3479969048924,2.57197094547076,2.08003214963682,
202526,Local authority,England,London,Brent,Primary,95.6947411427078,2.86009946529699,1.44515939199526,
202526,Local authority,England,London,Harrow,Primary,96.3638875645362,2.8077156974104,0.828396738053364,
202526,Local authority,England,Yorkshire and The Humber,East Riding of Yorkshire,Primary,96.0416777298035,2.72602499111545,1.23229727908107,
202526,Local authority,England,London,Bexley,Primary,96.0628854809135,2.64963142005149,1.28748309903502,
202526,Local authority,England,London,Islington,Primary,94.9207656923874,3.12214586935129,1.95708843826132,
202526,Local authority,England,North West,Manchester,Primary,95.3549887159966,2.92028114541982,1.72473013858361,
202526,Local authority,England,North West,Lancashire,Primary,95.7366254330274,3.07896515883129,1.18440940814135,
202526,Local authority,England,East Midlands,Derby,Primary,95.3166016281066,2.85167476020055,1.83172361169284,
202526,Local authority,England,North West,Westmorland and Furness,Primary,96.3104566214079,2.67435800037102,1.01518537822104,
202526,Local authority,England,Yorkshire and The Humber,North Yorkshire,Primary,95.933473992596,2.97224168323665,1.09428432416734,
202526,Local authority,England,East of England,Central Bedfordshire,Primary,96.0017398361953,2.98653196388495,1.01172819991973,
202526,Local authority,England,East Midlands,Rutland,Primary,96.4896305656731,2.84787779677395,0.662491637552962,
202526,Local authority,England,North West,Liverpool,Primary,95.3127530314704,2.38677685139293,2.3004701171367,
202526,Local authority,England,North East,Northumberland,Primary,95.4722340789333,2.81415915949648,1.71360676157028,
202526,Local authority,England,West Midlands,Worcestershire,Primary,95.7909808408159,3.05524495860502,1.15377420057902,
202526,Local authority,England,London,Croydon,Primary,95.4840453006332,3.02984651094574,1.48610818842105,
202526,Local authority,England,North West,Tameside,Primary,95.8337826019241,2.61654027243647,1.54967712563946,
202526,Local authority,England,North West,Halton,Primary,95.2057495514325,3.12789597176489,1.66635447680265,
202526,Local authority,England,South West,Cornwall,Primary,95.6570316397613,3.29670668087387,1.04626167936486,
202526,Local authority,England,West Midlands,Sandwell,Primary,95.4942822463984,2.86286517915724,1.64285257444434,
202526,Local authority,England,North West,Sefton,Primary,95.6397294526051,2.96164085538476,1.39862969201016,
202526,Local authority,England,London,Bromley,Primary,96.011677410655,3.02504128598623,0.963281303358744,
202526,Local authority,England,West Midlands,Staffordshire,Primary,96.1176851008269,2.88117242208973,1.00114247708341,
202526,Local authority,England,London,Haringey,Primary,95.5265706721767,2.89752695809389,1.57590236972945,
202526,Local authority,England,London,Greenwich,Primary,95.522792876205,2.68689069222809,1.79031643156691,
202526,Local authority,England,West Midlands,Shropshire,Primary,95.8994537597851,3.24986180538632,0.850684434828609,
202526,Local authority,England,North East,Stockton-on-Tees,Primary,95.6072128681896,2.67666191575277,1.71612521605759,
202526,Local authority,England,East of England,Suffolk,Primary,95.6456118928635,3.1667511305075,1.18763697662901,
202526,Local authority,England,North East,Redcar and Cleveland,Primary,95.2558499542198,2.57902983736231,2.16512020841789,
202526,Local authority,England,London,City of London,Primary,c,c,c,
202526,Local authority,England,West Midlands,Dudley,Primary,95.4451987165899,2.99139260136928,1.56340868204077,
202526,Local authority,England,North West,Cheshire West and Chester,Primary,95.9079703454025,2.97039022509883,1.12163942949861,
202526,Local authority,England,North West,Bury,Primary,95.7283844934697,3.08278978596175,1.18882572056858,
202526,Local authority,England,North West,Bolton,Primary,95.7766526380015,2.77949601303874,1.44385134895982,
202526,Local authority,England,North West,Oldham,Primary,95.7289321132564,2.66951723917661,1.60155064756703,
202526,Local authority,England,North West,Trafford,Primary,96.4959764747055,2.63591470717235,0.868108818122112,
202526,Local authority,England,South West,North Somerset,Primary,95.9701724948374,3.06686594358445,0.962961561578168,
202526,Local authority,England,East Midlands,Lincolnshire,Primary,95.8353790741121,3.01772681254839,1.14689411333955,
202526,Local authority,England,Yorkshire and The Humber,Calderdale,Primary,95.8441211254755,3.01927418862727,1.13660468589727,
202526,Local authority,England,South East,Oxfordshire,Primary,95.9133511351546,3.16837030250018,0.918278562345225,
202526,Local authority,England,West Midlands,Coventry,Primary,95.4700162319507,3.03374250745854,1.49624126059082,
202526,Local authority,England,North West,Salford,Primary,95.0391618735325,2.97445344905169,1.98638467741576,
202526,Local authority,England,North West,Wirral,Primary,95.2194041262063,3.23974017061086,1.54085570318285,
202526,Local authority,England,Yorkshire and The Humber,York,Primary,95.7301672306857,3.11577771954013,1.1540550497742,
202526,Local authority,England,London,Wandsworth,Primary,95.8570350592059,2.86205595542141,1.28090898537265,
202526,Local authority,England,London,Hillingdon,Primary,94.8497094807141,3.46936970306773,1.68092081621822,
202526,Local authority,England,East of England,Thurrock,Primary,95.7603575476573,2.74410426006357,1.49553819227917,
202526,Local authority,England,South West,Somerset,Primary,95.5999338518345,3.28531632039975,1.11474982776576,
202526,Local authority,England,Yorkshire and The Humber,Rotherham,Primary,95.2670192944202,2.805442113567,1.92753859201279,
202526,Local authority,England,East of England,Southend-on-Sea,Primary,95.2481471433823,3.46990241702076,1.28195043959695,
202526,Local authority,England,Yorkshire and The Humber,Barnsley,Primary,95.3476142489556,2.73074815822172,1.92163759282269,
202526,Local authority,England,London,Barking and Dagenham,Primary,95.8695086043591,2.78470830865644,1.34578308698446,
202526,Local authority,England,North East,Sunderland,Primary,95.4121565849632,2.75165231441099,1.8361911006258,
202526,Local authority,England,London,Tower Hamlets,Primary,95.4476307017456,3.38909004993921,1.16327924831521,
202526,Local authority,England,South East,Brighton and Hove,Primary,95.4891561429411,3.46315382079326,1.04769003626564,
202526,Local authority,England,North West,Stockport,Primary,95.993114584526,2.95808345407815,1.04880196139588,
202526,Local authority,England,West Midlands,Stoke-on-Trent,Primary,95.4935558401661,2.93444359817717,1.57200056165672,
202526,Local authority,England,East of England,Peterborough,Primary,95.8287341787111,3.02232411926681,1.14894170202205,
202526,Local authority,England,North West,Warrington,Primary,96.5445295093459,2.46944257425055,0.98602791640349,
202526,Local authority,England,South West,Plymouth,Primary,95.507744008446,3.29326366059446,1.19899233095955,
202526,Local authority,England,North East,Darlington,Primary,94.98654370447,3.41827893834065,1.5951773571894,
202526,Local authority,England,East Midlands,West Northamptonshire,Primary,95.9609031277359,2.92246060515872,1.1166362671054,
202526,Local authority,England,Yorkshire and The Humber,Wakefield,Primary,95.5806783976087,3.07625867163984,1.34306293075143,
