time_period,geographic_level,country_name,region_name,la_name,school_type,attendance_perc,authorised_absence_perc,unauthorised_absence_perc,pa_perc
202526,Local authority,England,West Midlands,Telford and Wrekin,Primary,94.8029420293676,3.90219597711755,1.29486199351488,
202526,Local authority,England,Yorkshire and The Humber,Leeds,Primary,94.4834018566004,3.62867683317718,1.8879213102224,
202526,Local authority,England,North East,Newcastle upon Tyne,Primary,94.6267415996806,3.55916771671086,1.81409068360852,
202526,Local authority,England,South East,Buckinghamshire,Primary,94.9486296429178,3.96908167340548,1.08228868367676,
202526,Local authority,England,North West,Blackpool,Primary,94.2886158886159,3.17878787878788,2.53259623259623,
202526,Local authority,England,North West,Rochdale,Primary,94.5398479240057,3.48161438185102,1.97853769414327,
202526,Local authority,England,North East,Hartlepool,Primary,94.5802613308234,3.79318959557051,1.62654907360605,
202526,Local authority,England,South West,Dorset,Primary,94.6199304811255,4.01544458553584,1.36462493333866,
202526,Local authority,England,West Midlands,Solihull,Primary,94.8411271430659,3.90271726027719,1.25615559665695,
202526,Local authority,England,London,Lambeth,Primary,94.4885223281485,3.58674541931242,1.92473225253906,
202526,Local authority,England,East Midlands,North Northamptonshire,Primary,94.5912199568386,4.06172118316842,1.34705885999296,
202526,Local authority,England,East of England,Luton,Primary,95.1570095256423,3.53703454248052,1.30595593187722,
202526,Local authority,England,North East,North Tyneside,Primary,94.9625151919862,3.57623341758677,1.46125139042699,
202526,Local authority,England,North West,Wigan,Primary,94.6632107732752,3.92443991746703,1.41234930925773,
202526,Local authority,England,South West,Devon,Primary,94.9114478533468,4.04908910319122,1.03946304346202,
202526,Local authority,England,South West,Swindon,Primary,95.2956869679921,3.62756012986091,1.07675290214695,
202526,Local authority,England,London,Southwark,Primary,94.8293683856968,3.76658379687569,1.40404781742752,
202526,Local authority,England,North West,St. Helens,Primary,94.9786060456113,3.51114329098204,1.51025066340664,
202526,Local authority,England,London,Redbridge,Primary,94.5070132542381,3.90082048792489,1.592166257837,
202526,Local authority,England,South East,Southampton,Primary,94.3063536822741,4.06511165515351,1.62853466257241,
202526,Local authority,England,London,Kingston upon Thames,Primary,95.5011873363583,3.23042592785335,1.26838673578832,
202526,Local authority,England,North West,Blackburn with Darwen,Primary,95.0042983830327,3.45865913252474,1.53704248444259,
202526,Local authority,England,South West,"Bournemouth, Christchurch and Poole",Primary,95.3187017729709,3.59090952415317,1.09038870287589,
202526,Local authority,England,East of England,Essex,Primary,94.715335784004,3.91515582655777,1.36950838943819,
202526,Local authority,England,South East,West Berkshire,Primary,95.3146785698582,3.80378740491418,0.881534025227617,
