time_period,geographic_level,country_name,region_name,la_name,school_type,attendance_perc,authorised_absence_perc,unauthorised_absence_perc,pa_perc
202526,Local authority,England,West Midlands,Telford and Wrekin,Primary,95.61849027145,3.09481558125606,1.28669414729394,
202526,Local authority,England,Yorkshire and The Humber,Leeds,Primary,95.0288578289603,3.08144601267616,1.88969615836354,
202526,Local authority,England,North West,Blackpool,Primary,94.6693785230971,2.85936141957743,2.47126005732547,
202526,Local authority,England,South East,Buckinghamshire,Primary,95.6053880654897,3.3538059026197,1.04080603189056,
202526,Local authority,England,North East,Newcastle upon Tyne,Primary,95.4292424861697,2.82117630804833,1.74958120578195,
202526,Local authority,England,North West,Rochdale,Primary,95.1416391504313,2.88804896465641,1.97031188491232,
202526,Local authority,England,North East,Hartlepool,Primary,95.2286702613892,2.99625091109706,1.77507882751372,
202526,Local authority,England,South West,Dorset,Primary,95.2438136050399,3.41162271143771,1.34456368352235,
202526,Local authority,England,West Midlands,Solihull,Primary,95.5597174358381,3.24685230072558,1.19343026343637,
202526,Local authority,England,London,Lambeth,Primary,95.1111234826946,2.99016907048667,1.89870744681872,
202526,Local authority,England,East Midlands,North Northamptonshire,Primary,95.0863779804284,3.49015941473007,1.42346260484157,
202526,Local authority,England,East of England,Luton,Primary,95.7982839495778,2.95297565533407,1.24874039508815,
202526,Local authority,England,North East,North Tyneside,Primary,95.7007233999261,2.74153043794878,1.55774616212511,
202526,Local authority,England,North West,Wigan,Primary,95.3293032648629,3.15368331458235,1.51701342055473,
202526,Local authority,England,South West,Devon,Primary,95.5072994965151,3.44746959213359,1.04523091135127,
202526,Local authority,England,South West,Swindon,Primary,95.8884294004527,3.08294860293635,1.02862199661097,
202526,Local authority,England,London,Southwark,Primary,95.5310907272934,3.09043888141315,1.37847039129343,
202526,Local authority,England,North West,St. Helens,Primary,95.5203126400669,2.92918642722069,1.55050093271238,
202526,Local authority,England,London,Redbridge,Primary,95.023801313208,3.43179286915918,1.54440581763278,
202526,Local authority,England,South East,Southampton,Primary,95.209176952824,3.2185075166039,1.57231553057208,
202526,Local authority,England,London,Kingston upon Thames,Primary,96.2079032191986,2.65978043529687,1.1323163455045,
202526,Local authority,England,North West,Blackburn with Darwen,Primary,95.3706326865621,3.04127160173839,1.58809571169955,
202526,Local authority,England,South West,"Bournemouth, Christchurch and Poole",Primary,95.7888962718281,3.14419597401418,1.06690775415768,
202526,Local authority,England,East of England,Essex,Primary,95.3300970365634,3.35168244751762,1.318220515919,
202526,Local authority,England,South East,West Berkshire,Primary,95.8433679635496,3.33755469004468,0.819077346405706,
202526,Local authority,England,West Midlands,Wolverhampton,Primary,95.0388260129637,3.17638634440301,1.78478764263329,
202526,Local authority,England,East Midlands,Leicester,Primary,95.289500396224,3.24589767811768,1.46460192565829,
202526,Local authority,England,London,Camden,Primary,95.3662884022624,3.47429891969787,1.15941267803977,
202526,Local authority,England,London,Brent,Primary,95.488614158299,3.14385951335281,1.3675263283482,
202526,Local authority,England,North East,Middlesbrough,Primary,95.1546153905594,2.75529229169449,2.09009231774614,
202526,Local authority,England,London,Bexley,Primary,95.7449861930077,2.81533325237857,1.43968055461371,
202526,Local authority,England,London,Harrow,Primary,95.7506050722351,3.34771581151483,0.901679116250025,
202526,Local authority,England,Yorkshire and The Humber,East Riding of Yorkshire,Primary,95.7786278222119,2.91365609262908,1.307716085159,
202526,Local authority,England,London,Islington,Primary,94.8180255448143,3.23878354506254,1.94319091012313,
202526,Local authority,England,North West,Manchester,Primary,94.9643339019026,3.18083202575114,1.85483407234628,
202526,Local authority,England,North West,Lancashire,Primary,95.1349085012667,3.45416655586382,1.41092494286952,
202526,Local authority,England,East Midlands,Derby,Primary,94.958728932575,3.1180905611893,1.92318050623566,
202526,Local authority,England,North West,Westmorland and Furness,Primary,96.0470088915693,2.871081382961,1.08190972546971,
202526,Local authority,England,East of England,Central Bedfordshire,Primary,95.6942759379803,3.18046426901017,1.12525979300959,
202526,Local authority,England,Yorkshire and The Humber,North Yorkshire,Primary,95.6804319715098,3.14073525015911,1.17883277833113,
